FinYear,State_sel,State_code,District_sel,District_code,Block_sel,Block_code,Panchayat_sel,Panchayat_code,Village_sel,Village_code,sr_no,habitation,SC,ST,GEN,TOTAL
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Mangrood,303324,Mangrul,20084,1,Mangrul,88,149,857,1094
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Maniyarpur,303325,Kamgarpur,20087,1,Kamgarpur,59,53,285,397
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Maniyarpur,303325,Maniyarpurr,20086,1,Maniyarpur,68,42,412,522
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Masala-b,303326,Masala B,20093,1,Masala B,37,74,528,639
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Masala-b,303326,Masala B,20093,2,Mohan Rao Guda,0,163,0,163
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Masala-b,303326,Masala B,20093,3,Telanga Raoguda,0,156,0,156
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Masala-k,303327,Boregoan,20105,1,Boregoan,0,154,0,154
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Masala-k,303327,Masala K,20094,1,Dubbaguda-m,0,151,0,151
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Masala-k,303327,Masala K,20094,2,Masala K,0,138,3,141
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Patan,303328,Patan,20083,1,Patan,0,192,649,841
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Pitgaon(L),303329,Chaprala,20098,1,Baluguda,0,160,0,160
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Pitgaon(L),303329,Pitgam,600052,1,Pitgam Gond,0,103,163,266
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Pitgaon(L),303329,Pitgam,600052,2,Pitgam Lambada,0,304,0,304
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Pohar,303330,Karoni B,600078,1,Karoni B,0,268,0,268
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Pohar,303330,Pohar,600083,1,Kolamguda,0,125,0,125
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Pohar,303330,Pohar,600083,2,Pohar,0,331,42,373
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Ponala,303331,Chandpally,20100,1,Paikuguda,0,83,0,83
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Ponala,303331,Ponala,600059,1,Devjiguda,0,114,0,114
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Ponala,303331,Ponala,600059,2,Ponala,15,0,310,325
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Ponala,303331,Ramkham,20099,1,Ramkham,15,0,310,325
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Sadalpur,16066,Karoni K,600086,1,Karoni K,0,309,25,334
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Sadalpur,16066,Sadalpur,20104,1,Hasnapur,0,206,0,206
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Sadalpur,16066,Sadalpur,20104,2,Sadalpur,0,278,0,278
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Sangdi,16048,Sangdi,20079,1,New Sangdi,52,0,570,622
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Sangdi,16048,Sangdi,20079,2,Sangdi,206,188,1169,1563
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Sangvi,240425,Sanghi,600246,1,Gondsanghi,0,301,80,381
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Sangvi,240425,Sanghi,600246,2,Jamda,0,47,0,47
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Sangvi,240425,Sanghi,600246,3,New Pataguda,0,136,0,136
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Sangvi,240425,Sanghi,600246,4,Old Pataguda,0,161,0,161
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Sangvi,240425,Sanghi,600246,5,Sanghi,7,257,345,609
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Shamshabad,307218,Mohabbatppur,599989,1,Mohabbatpur,0,0,43,43
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Shamshabad,307218,Mohabbatppur,599989,2,Old Mohabbatpur,71,0,137,208
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Shamshabad,307218,SHAMSHABAD(015),694368,1,Shamsabad,0,14,396,410
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Sirsanna,16057,Sirsanna,20091,1,Sirsanna,229,166,1386,1781
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Sonkhos,16065,Sonkhas,600072,1,Sonkhas,50,136,638,824
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Syedpur,16067,Sayeedpur,600092,1,Chinnaguda,0,36,0,36
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Syedpur,16067,Sayeedpur,600092,2,Devapur,0,30,0,30
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Syedpur,16067,Sayeedpur,600092,3,Nishanghat,0,100,0,100
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Syedpur,16067,Sayeedpur,600092,4,Salai Thanda,0,290,0,290
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Syedpur,16067,Sayeedpur,600092,5,Sayeedpur,0,1095,476,1571
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Takli,16058,Takli,600034,1,Takli,23,79,562,664
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Toyaguda,240421,Toyaguda,600100,1,Mangalgiri,0,0,134,134
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Toyaguda,240421,Toyaguda,600100,2,Palai Thanda,0,189,0,189
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Toyaguda,240421,Toyaguda,600100,3,Toyaguda,150,49,206,405
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Warur,303333,Waroor,607167,1,Sarpanch Guda,0,80,0,80
As on (01/04/2025),Telangana,36,Adilabad,21,Bela,824,Warur,303333,Waroor,607167,2,Waroor,0,291,6,297
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Andarbandh,15989,Anderband,20002,1,Anderband,5,535,2,542
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Andarbandh,15989,Anderband,20002,2,Bada Bandra,5,49,45,99
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Antargaon,240400,Anthergaon,599307,1,Anthergaon,96,129,650,875
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Arli (T),15979,Arli-t,19988,1,Arli-t,148,415,16,579
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Arli (T),15979,Arli-t,19988,2,Mendapalli,0,676,0,676
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Belsari Rampur,15988,Belsari Rampur,20000,1,Belsari Rampur,0,953,37,990
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Belsari Rampur,15988,Belsari Rampur,20000,2,Tekidirampur,0,146,5,151
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Bhagwanpur,303486,Arli-t,19988,1,Bhagwanpur,0,392,0,392
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Bheempur,15985,Bheempur,19995,1,Bheempur,7,994,217,1218
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Bheempur,15985,Bheempur,19995,2,Centre Sangvi,0,91,4,95
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Dhanora,15987,Gunjala,19998,1,Dhanora,189,84,781,1054
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Gollaghat,303487,Gollaghat,19992,1,Gollaghat,0,249,656,905
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Gomutri,15978,Gomutri,19987,1,Gomutri,78,123,307,508
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Gona,15986,Gona,19996,1,Gona,11,210,248,469
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Gubdi,303489,Gubdi,602737,1,Gubdi,18,117,702,837
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Gubdipally,303488,Wadgaon,20003,1,Chintapally,0,148,0,148
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Gubdipally,303488,Wadgaon,20003,2,Gabdipally,248,88,38,374
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Gunjala,303490,Gunjala,19998,1,Gunjala,35,827,15,877
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Indurpally,303491,Arli-t,19988,1,Indurpally,0,379,0,379
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Jalkori,303492,Anderband,20002,1,Jalkhori,0,189,20,209
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Kamatwada,303493,Belsari Rampur,20000,1,Govindpur,0,162,9,171
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Kamatwada,303493,Kamatwada,19997,1,Kamatwada,0,288,84,372
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Karanji (T),15976,Karanji-t,19985,1,Karanji-t,258,140,1074,1472
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Karanji (T),15976,Karanji-t,19985,2,Rajulawadi,0,1011,156,1167
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Karanwadi,303494,Karanji-t,19985,1,Indiranagar,0,156,0,156
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Karanwadi,303494,Karanji-t,19985,2,Karanwadi,0,165,5,170
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Khairguda,303495,Anderband,20002,1,Khairguda,0,194,6,200
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Khairguda,303495,Anderband,20002,2,Neemguda,0,84,2,86
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Khairguda,303495,Anderband,20002,3,Rajulakhori,0,116,6,122
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Khairguda,303495,Anderband,20002,4,Renganguda,0,118,22,140
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Markaguda,303497,Bheempur,19995,1,Burkapalli,0,190,0,190
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Markaguda,303497,Bheempur,19995,2,Markaguda,0,265,0,265
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Nippani,15983,Nippani,19993,1,Nippani,402,301,1094,1797
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Pippalkoti,15992,Pippalkoti,20006,1,Pippalkoti,639,55,2193,2887
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Tamsi (K),15982,Tamsi-k,19991,1,Tamsi-k,15,203,69,287
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Tekdirampur,303501,Gomutri,19987,1,Kojjanguda,0,225,40,265
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Tekdirampur,303501,Karanji-t,19985,1,Karanji K Old,80,37,529,646
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Tekdirampur,303501,Karanji-t,19985,2,Tekidirampur,0,160,4,164
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Wadgaon,15990,Dabakuchi,20004,1,Dabakuchi,0,105,0,105
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Wadgaon,15990,Wadgaon,20003,1,Laxmipur,8,34,47,89
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Wadgaon,15990,Wadgaon,20003,2,Rajgad,0,208,0,208
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Wadgaon,15990,Wadgaon,20003,3,Wadgaon,0,191,0,191
As on (01/04/2025),Telangana,36,Adilabad,21,Bheempur,8112,Wadoor,15980,Waddur,19989,1,Waddur,154,106,939,1199
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Anduru,16166,Andur,600986,1,Andur,0,323,57,380
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Anduru,16166,Andur,600986,2,New Kandepally,0,199,0,199
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Anduru,16166,Andur,600986,3,Old Kandepally,0,36,0,36
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Anduru,16166,Narayanpur,600991,1,Narayanpur,0,286,0,286
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Babera,16160,Babera,20242,1,Babera,0,280,28,308
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Babera,16160,Babera,20242,2,Gurudev Nagar,0,204,0,204
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Beerlagondi,303360,Birlagodi,20247,1,Birlagodi,0,86,0,86
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Beerlagondi,303360,Dhannur-k,600958,1,Dhannur-k,4,137,6,147
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Boath (B),16158,Boath,20240,1,Boath,1288,925,9454,11667
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Chintalbori,16152,Chintalbori,600826,1,Chintalbori,62,319,546,927
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Chintalbori,16152,Chintalbori,600826,2,Peddaguda,0,82,0,82
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Chinthaguda,303363,Babera,20242,1,Chintaguda,0,235,0,235
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Chinthaguda,303363,Babera,20242,2,Gond Neeralapally,0,73,0,73
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Chinthaguda,303363,Babera,20242,3,Nerlapally,0,155,0,155
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Devulnayak Thanda,303366,Pardi-b,20230,1,Devulu Naik Tanda,0,219,0,219
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Devulnayak Thanda,303366,Pardi-b,20230,2,Polsingh Tanda,0,125,0,125
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Devulnayak Thanda,303366,Pardi-b,20230,3,Sampath Naik Tanda,0,238,0,238
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Dhannur (B),16165,Dhannur-b,600978,1,Dhannur-b,778,461,2383,3622
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Ghanpur,16153,Ganpur,20231,1,Ganpur,173,620,279,1072
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Ghanpur,16153,Ganpur,20231,2,Naguguda,0,73,0,73
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Gurrala Thanda,303367,Sonala,600828,1,Gurrala Thanda,0,0,851,851
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Guttapakka Thanda,303369,Sonala,600828,1,Guttapakkatanda,0,10,650,660
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Kangutta,16157,Kangutta,20239,1,Kangutta,349,0,1176,1525
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Kantegaon,303371,Kategoan,20234,1,Kategoan,25,418,2,445
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Karathwada,16159,Karthawada,20241,1,Jeedipally,0,263,0,263
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Karathwada,16159,Karthawada,20241,2,Karthawada,110,170,186,466
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Keshavguda,303373,Vajjar,20227,1,Jaithuguda,0,106,0,106
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Keshavguda,303373,Vajjar,20227,2,Kesha Guda,0,211,7,218
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Keshavguda,303373,Vajjar,20227,3,Nagguda,0,99,0,99
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Kota (K),303374,Kowtha-k,20235,1,Kowtha-k,125,312,52,489
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Kota (K),303374,Kowtha-k,20235,2,Mahadupatelpalli,0,78,0,78
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Kovta-b,16156,Kouta B,20238,1,Kouta B,792,523,2196,3511
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Kuchalapur,16163,Kuchlapur,600951,1,Kuchlapur,229,7,1169,1405
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Lambadithanda,303375,Babera,20242,1,Babara Thanda,0,532,0,532
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Mandaboguda,303376,Andur,600986,1,Mandabhuguda,0,170,0,170
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Mandaboguda,303376,Andur,600986,2,Rghunathpur,0,157,0,157
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Mandaboguda,303376,Nagapur,20248,1,Kuchurala,0,84,0,84
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Marlapalle,16161,Marlapally,20243,1,Marlapally,87,76,1168,1331
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Nagapur,303377,Nagapur,20248,1,Jainoorpally,2,21,0,23
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Nagapur,303377,Nagapur,20248,2,Nagapur,0,492,4,496
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Nakkalwada,303378,Nakkalwada,600934,1,Kothapalli,0,216,0,216
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Nakkalwada,303378,Nakkalwada,600934,2,Laxmipur,0,79,0,79
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Nakkalwada,303378,Nakkalwada,600934,3,Nakkalwada,9,226,47,282
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Nakkalwada,303378,Nakkalwada,600934,4,Rendapally,0,213,0,213
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Nigini,16154,Nigini,607169,1,Nigini,0,676,70,746
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Pardi (B),303379,Pardi-b,20230,1,Pardi-b,3,270,113,386
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Pardi (B),303379,Tivity,607170,1,Parpulapally,0,173,0,173
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Pardi (B),303379,Tivity,607170,2,Tivity,0,232,0,232
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Pardi (K),16151,Gollapur,20228,1,Gollapur,0,107,52,159
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Pardi (K),16151,Gollapur,20228,2,Mathuraguda,0,52,0,52
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Pardi (K),16151,Pardi-k,20229,1,Mamidiguda,0,136,136,272
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Pardi (K),16151,Pardi-k,20229,2,Pardi-k,10,184,194,388
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Pardi (K),16151,Pardi-k,20229,3,Punenaik Tanda,0,12,96,108
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Patnapur,16162,Patnapur,600939,1,Inkarpally,0,232,0,232
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Patnapur,16162,Patnapur,600939,2,Patnapur,19,676,112,807
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Patnapur,16162,Siddapur,20244,1,Siddapur,0,35,0,35
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Pippaldari,303380,Pippaldhari,20245,1,Pippaldhari,25,196,214,435
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Pochera,16164,Pochera,20246,1,Pochera,565,24,1661,2250
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Sakhera,16155,Sakera,20236,1,Sakera,80,466,0,546
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Sakhera,16155,Sakera,20236,2,Suryanagar,92,423,0,515
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Sangvi,303381,Sangvi,20237,1,Demmi,0,0,102,102
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Sangvi,303381,Sangvi,20237,2,Dera,0,0,50,50
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Sangvi,303381,Sangvi,20237,3,Ramnagar,0,156,0,156
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Sangvi,303381,Sangvi,20237,4,Sangvi,0,183,253,436
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Sonala,240433,Sonala,600828,1,Rajanpally,0,90,0,90
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Sonala,240433,Sonala,600828,2,Sonala,1135,166,2888,4189
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Vajjar,16150,Vajjar,20227,1,Lendiguda,0,84,0,84
As on (01/04/2025),Telangana,36,Adilabad,21,Boath,830,Vajjar,16150,Vajjar,20227,2,Mahaduguda,0,171,0,171
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Admiyan,303427,Admiyan,20114,1,Admiyan,0,451,51,502
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Admiyan,303427,Admiyan,20114,2,Chitruguda,0,48,0,48
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Admiyan,303427,Admiyan,20114,3,Muthyambatti,0,128,0,128
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Arjuni,16073,Arjuni,20117,1,Arjuni,50,259,14,323
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Arjuni,16073,Arjuni,20117,2,Jangubaiguda,0,99,0,99
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Arjuni,16073,Arjuni,20117,3,Kolamguda,0,133,0,133
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Arjuni,16073,Arjuni,20117,4,Maruguda,0,185,0,185
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Arjuni,16073,Arjuni,20117,5,Ramuguda,0,75,0,75
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Boddiguda G,303431,Sedwai,20110,1,Aliguda,0,50,0,50
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Boddiguda G,303431,Sedwai,20110,2,Boddiguda,0,104,0,104
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Boddiguda G,303431,Sedwai,20110,3,Lambadithanda,0,120,0,120
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Boddiguda G,303431,Sedwai,20110,4,Sedwai,0,357,0,357
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Dhaba K,303432,Dhabha.k,602961,1,Dhabha.k,0,352,11,363
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Dhaba K,303432,Punaguda,20122,1,Punaguda,0,199,72,271
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Dhabha.b,16075,Dhabha.b,20123,1,Dhabha.b,0,246,0,246
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Dhabha.b,16075,Dhabha.b,20123,2,Harijanwada,200,0,0,200
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Dhabha.b,16075,Pownoor,20124,1,Loddiguda,0,75,0,75
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Dhabha.b,16075,Pownoor,20124,2,Pownoor,0,293,5,298
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Dongargaon,16070,Dongergaon,600266,1,Chittaguda,0,389,0,389
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Dongargaon,16070,Dongergaon,600266,2,Dongergaon,0,262,27,289
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Dongargaon,16070,Dongergaon,600266,3,Lambadithanda,0,88,0,88
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Gadiguda,16072,Gadiguda,20116,1,Gadhiguda,129,488,113,730
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Gadiguda,16072,Gadiguda,20116,2,Rajulguda,0,123,0,123
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Gadiguda,16072,Gadiguda,20116,3,Shivanara Punuguda,0,110,0,110
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Gadiguda,16072,Maregaon,20115,1,Budhguda,152,0,0,152
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Gadiguda,16072,Maregaon,20115,2,Kolamguda,0,21,0,21
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Gadiguda,16072,Maregaon,20115,3,Maregaon,0,177,0,177
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Gadiguda,16072,Maregaon,20115,4,Sc Wada Maregaon,202,0,0,202
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Gadiguda,16072,Warkwai,600282,1,Shivanara,0,96,0,96
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Gadiguda,16072,Warkwai,600282,2,Tukkubaiguda,0,21,0,21
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Gadiguda,16072,Warkwai,600282,3,Warakawai,0,148,0,148
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Khadki,303436,Khadki,20119,1,Khadki,0,285,0,285
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Khadki,303436,Khadki,20119,2,Kolamguda,0,106,0,106
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Khadki,303436,Khadki,20119,3,Sc Wada Khadki,60,0,0,60
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Khadodi,303437,Khadodi,600273,1,Khadodi,0,156,79,235
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Khadodi,303437,Kowtala,20111,1,Leemguda,0,124,0,124
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Khadodi,303437,Kowtala,20111,2,Punaguda,0,104,0,104
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Khandow,16069,Khandow,600259,1,Kattaguda,0,159,0,159
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Khandow,16069,Khandow,600259,2,Khandow,0,461,112,573
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Khandow,16069,Khandow,600259,3,Lambadithanda,0,220,0,220
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Kolama,16077,Gouri,600309,1,Gouri,0,152,0,152
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Kolama,16077,Kolama,20126,1,Bheemjiguda,0,150,0,150
As on (01/04/2025),Telangana,36,Adilabad,21,Gadiguda,8114,Kolama,16077,Kolama,20126,2,Buodmaharguda,193,0,0,193
